Match Played,Teams,Group,Map,Groups Playing,Week,Day,Match No,Team Match No,Chicken Dinner,Placement,Kills,Total
1, GodLike,E,Vikendi,A B D E,3,4,60,48,0,1,0,1
1, Hype,A,Vikendi,A B D E,3,4,60,48,0,3,3,6
1, IND,D,Vikendi,A B D E,3,4,60,48,0,1,5,6
1, Instinct,B,Vikendi,A B D E,3,4,60,48,0,6,1,7
0, JyanMaara,C,Vikendi,A B D E,3,4,60,48,0,0,0,0
1, Marcos,A,Vikendi,A B D E,3,4,60,48,0,7,1,8
0, MegaStars,C,Vikendi,A B D E,3,4,60,48,0,0,0,0
1, OR,D,Vikendi,A B D E,3,4,60,48,0,8,9,17
1, PowerH,E,Vikendi,A B D E,3,4,60,48,0,5,5,10
0, SGE,C,Vikendi,A B D E,3,4,60,48,0,0,0,0
1, SouL,B,Vikendi,A B D E,3,4,60,48,1,20,14,34
1, Tamilas,B,Vikendi,A B D E,3,4,60,48,0,1,0,1
1, TSM Entity,A,Vikendi,A B D E,3,4,60,48,0,1,0,1
0, Umumba Rxn,C,Vikendi,A B D E,3,4,60,48,0,0,0,0
1, Xtreme,E,Vikendi,A B D E,3,4,60,48,0,4,2,6
