Match Played,Teams,Group,Map,Groups Playing,Week,Day,Match No,Team Match No,Chicken Dinner,Placement,Kills,Total
1, Tamilas,B,Vikendi,A B D E,2,4,40,32,0,1,0,1
1, TSM Entity,A,Vikendi,A B D E,2,4,40,32,0,5,6,11
0, Umumba Rxn,C,Vikendi,A B D E,2,4,40,32,0,0,0,0
1, Xtreme,E,Vikendi,A B D E,2,4,40,32,0,2,2,4
1, Celtz,A,Erangel,A B C D,3,1,41,33,0,1,0,1
1, Crwl,B,Erangel,A B C D,3,1,41,33,0,8,0,8
1, Deadeyes,D,Erangel,A B C D,3,1,41,33,0,2,2,4
0, EX,E,Erangel,A B C D,3,1,41,32,0,0,0,0
1, Fnatic,D,Erangel,A B C D,3,1,41,33,0,4,11,15
0, GodLike,E,Erangel,A B C D,3,1,41,32,0,0,0,0
1, Hype,A,Erangel,A B C D,3,1,41,33,0,3,3,6
1, IND,D,Erangel,A B C D,3,1,41,33,0,7,3,10
1, Instinct,B,Erangel,A B C D,3,1,41,33,0,10,9,19
1, JyanMaara,C,Erangel,A B C D,3,1,41,33,0,1,0,1
1, Marcos,A,Erangel,A B C D,3,1,41,33,0,1,1,2
1, MegaStars,C,Erangel,A B C D,3,1,41,33,0,5,6,11
1, OR,D,Erangel,A B C D,3,1,41,33,0,6,0,6
0, PowerH,E,Erangel,A B C D,3,1,41,32,0,0,0,0
1, SGE,C,Erangel,A B C D,3,1,41,33,1,20,13,33
1, SouL,B,Erangel,A B C D,3,1,41,33,0,1,0,1
1, Tamilas,B,Erangel,A B C D,3,1,41,33,0,1,0,1
1, TSM Entity,A,Erangel,A B C D,3,1,41,33,0,14,6,20
1, Umumba Rxn,C,Erangel,A B C D,3,1,41,33,0,1,3,4
0, Xtreme,E,Erangel,A B C D,3,1,41,32,0,0,0,0
1, Celtz,A,Sanhok,A B C D,3,1,42,34,0,10,7,17
1, Crwl,B,Sanhok,A B C D,3,1,42,34,0,8,1,9
1, Deadeyes,D,Sanhok,A B C D,3,1,42,34,0,14,9,23
0, EX,E,Sanhok,A B C D,3,1,42,32,0,0,0,0
1, Fnatic,D,Sanhok,A B C D,3,1,42,34,0,1,2,3
0, GodLike,E,Sanhok,A B C D,3,1,42,32,0,0,0,0
1, Hype,A,Sanhok,A B C D,3,1,42,34,0,6,1,7
1, IND,D,Sanhok,A B C D,3,1,42,34,0,4,0,4
1, Instinct,B,Sanhok,A B C D,3,1,42,34,0,3,4,7
1, JyanMaara,C,Sanhok,A B C D,3,1,42,34,0,2,1,3
1, Marcos,A,Sanhok,A B C D,3,1,42,34,0,7,2,9
1, MegaStars,C,Sanhok,A B C D,3,1,42,34,0,1,4,5
1, OR,D,Sanhok,A B C D,3,1,42,34,0,1,5,6
0, PowerH,E,Sanhok,A B C D,3,1,42,32,0,0,0,0
1, SGE,C,Sanhok,A B C D,3,1,42,34,0,1,8,9
1, SouL,B,Sanhok,A B C D,3,1,42,34,0,1,0,1
1, Tamilas,B,Sanhok,A B C D,3,1,42,34,0,5,3,8
1, TSM Entity,A,Sanhok,A B C D,3,1,42,34,1,20,7,27
1, Umumba Rxn,C,Sanhok,A B C D,3,1,42,34,0,1,0,1
0, Xtreme,E,Sanhok,A B C D,3,1,42,32,0,0,0,0
1, Celtz,A,Miramar,A B C D,3,1,43,35,0,4,4,8
1, Crwl,B,Miramar,A B C D,3,1,43,35,0,14,5,19
1, Deadeyes,D,Miramar,A B C D,3,1,43,35,0,1,3,4
0, EX,E,Miramar,A B C D,3,1,43,32,0,0,0,0
1, Fnatic,D,Miramar,A B C D,3,1,43,35,0,1,1,2
0, GodLike,E,Miramar,A B C D,3,1,43,32,0,0,0,0
1, Hype,A,Miramar,A B C D,3,1,43,35,0,1,3,4
1, IND,D,Miramar,A B C D,3,1,43,35,0,1,2,3
1, Instinct,B,Miramar,A B C D,3,1,43,35,0,2,0,2
1, JyanMaara,C,Miramar,A B C D,3,1,43,35,0,1,3,4
1, Marcos,A,Miramar,A B C D,3,1,43,35,0,6,0,6
1, MegaStars,C,Miramar,A B C D,3,1,43,35,0,7,3,10
1, OR,D,Miramar,A B C D,3,1,43,35,0,5,6,11
0, PowerH,E,Miramar,A B C D,3,1,43,32,0,0,0,0
1, SGE,C,Miramar,A B C D,3,1,43,35,0,8,5,13
1, SouL,B,Miramar,A B C D,3,1,43,35,0,10,3,13
1, Tamilas,B,Miramar,A B C D,3,1,43,35,0,1,0,1
1, TSM Entity,A,Miramar,A B C D,3,1,43,35,1,20,12,32
1, Umumba Rxn,C,Miramar,A B C D,3,1,43,35,0,3,4,7
0, Xtreme,E,Miramar,A B C D,3,1,43,32,0,0,0,0
1, Celtz,A,Vikendi,A B C D,3,1,44,36,0,1,1,2
1, Crwl,B,Vikendi,A B C D,3,1,44,36,0,1,3,4
1, Deadeyes,D,Vikendi,A B C D,3,1,44,36,0,1,0,1
0, EX,E,Vikendi,A B C D,3,1,44,32,0,0,0,0
1, Fnatic,D,Vikendi,A B C D,3,1,44,36,0,5,4,9
0, GodLike,E,Vikendi,A B C D,3,1,44,32,0,0,0,0
1, Hype,A,Vikendi,A B C D,3,1,44,36,0,6,4,10
1, IND,D,Vikendi,A B C D,3,1,44,36,0,1,0,1
1, Instinct,B,Vikendi,A B C D,3,1,44,36,0,14,4,18
1, JyanMaara,C,Vikendi,A B C D,3,1,44,36,1,20,9,29
1, Marcos,A,Vikendi,A B C D,3,1,44,36,0,8,1,9
1, MegaStars,C,Vikendi,A B C D,3,1,44,36,0,3,1,4
1, OR,D,Vikendi,A B C D,3,1,44,36,0,1,0,1
0, PowerH,E,Vikendi,A B C D,3,1,44,32,0,0,0,0
1, SGE,C,Vikendi,A B C D,3,1,44,36,0,10,14,24
1, SouL,B,Vikendi,A B C D,3,1,44,36,0,7,3,10
1, Tamilas,B,Vikendi,A B C D,3,1,44,36,0,2,5,7
1, TSM Entity,A,Vikendi,A B C D,3,1,44,36,0,1,2,3
1, Umumba Rxn,C,Vikendi,A B C D,3,1,44,36,0,4,5,9
0, Xtreme,E,Vikendi,A B C D,3,1,44,32,0,0,0,0
1, Celtz,A,Sanhok,A C D E,3,1,45,37,0,1,0,1
0, Crwl,B,Sanhok,A C D E,3,1,45,36,0,0,0,0
1, Deadeyes,D,Sanhok,A C D E,3,1,45,37,0,4,1,5
1, EX,E,Sanhok,A C D E,3,1,45,33,0,1,7,8
1, Fnatic,D,Sanhok,A C D E,3,1,45,37,0,7,4,11
1, GodLike,E,Sanhok,A C D E,3,1,45,33,0,1,1,2
1, Hype,A,Sanhok,A C D E,3,1,45,37,0,2,1,3
1, IND,D,Sanhok,A C D E,3,1,45,37,0,3,3,6
0, Instinct,B,Sanhok,A C D E,3,1,45,36,0,0,0,0
1, JyanMaara,C,Sanhok,A C D E,3,1,45,37,0,5,1,6
1, Marcos,A,Sanhok,A C D E,3,1,45,37,0,1,8,9
1, MegaStars,C,Sanhok,A C D E,3,1,45,37,0,10,3,13
1, OR,D,Sanhok,A C D E,3,1,45,37,1,20,9,29
1, PowerH,E,Sanhok,A C D E,3,1,45,33,0,1,1,2
1, SGE,C,Sanhok,A C D E,3,1,45,37,0,6,7,13
0, SouL,B,Sanhok,A C D E,3,1,45,36,0,0,0,0
0, Tamilas,B,Sanhok,A C D E,3,1,45,36,0,0,0,0
1, TSM Entity,A,Sanhok,A C D E,3,1,45,37,0,1,1,2
1, Umumba Rxn,C,Sanhok,A C D E,3,1,45,37,0,14,6,20
1, Xtreme,E,Sanhok,A C D E,3,1,45,33,0,8,2,10
1, Celtz,A,Miramar,A C D E,3,2,46,38,0,1,2,3
0, Crwl,B,Miramar,A C D E,3,2,46,36,0,0,0,0
1, Deadeyes,D,Miramar,A C D E,3,2,46,38,0,1,0,1
1, EX,E,Miramar,A C D E,3,2,46,34,0,5,2,7
1, Fnatic,D,Miramar,A C D E,3,2,46,38,0,1,2,3
1, GodLike,E,Miramar,A C D E,3,2,46,34,0,2,3,5
1, Hype,A,Miramar,A C D E,3,2,46,38,0,1,1,2
1, IND,D,Miramar,A C D E,3,2,46,38,0,4,4,8
0, Instinct,B,Miramar,A C D E,3,2,46,36,0,0,0,0
1, JyanMaara,C,Miramar,A C D E,3,2,46,38,0,8,2,10
1, Marcos,A,Miramar,A C D E,3,2,46,38,0,7,4,11
1, MegaStars,C,Miramar,A C D E,3,2,46,38,0,1,1,2
1, OR,D,Miramar,A C D E,3,2,46,38,1,20,8,28
1, PowerH,E,Miramar,A C D E,3,2,46,34,0,10,4,14
1, SGE,C,Miramar,A C D E,3,2,46,38,0,14,8,22
0, SouL,B,Miramar,A C D E,3,2,46,36,0,0,0,0
0, Tamilas,B,Miramar,A C D E,3,2,46,36,0,0,0,0
1, TSM Entity,A,Miramar,A C D E,3,2,46,38,0,3,3,6
1, Umumba Rxn,C,Miramar,A C D E,3,2,46,38,0,6,7,13
1, Xtreme,E,Miramar,A C D E,3,2,46,34,0,1,3,4
1, Celtz,A,Vikendi,A C D E,3,2,47,39,0,10,8,18
0, Crwl,B,Vikendi,A C D E,3,2,47,36,0,0,0,0
1, Deadeyes,D,Vikendi,A C D E,3,2,47,39,0,1,1,2
1, EX,E,Vikendi,A C D E,3,2,47,35,0,1,1,2
1, Fnatic,D,Vikendi,A C D E,3,2,47,39,0,5,10,15
1, GodLike,E,Vikendi,A C D E,3,2,47,35,0,1,0,1
1, Hype,A,Vikendi,A C D E,3,2,47,39,0,3,0,3
1, IND,D,Vikendi,A C D E,3,2,47,39,0,6,3,9
0, Instinct,B,Vikendi,A C D E,3,2,47,36,0,0,0,0
1, JyanMaara,C,Vikendi,A C D E,3,2,47,39,0,8,3,11
1, Marcos,A,Vikendi,A C D E,3,2,47,39,0,1,0,1
1, MegaStars,C,Vikendi,A C D E,3,2,47,39,0,7,1,8
1, OR,D,Vikendi,A C D E,3,2,47,39,1,20,10,30
1, PowerH,E,Vikendi,A C D E,3,2,47,35,0,1,3,4
1, SGE,C,Vikendi,A C D E,3,2,47,39,0,2,5,7
0, SouL,B,Vikendi,A C D E,3,2,47,36,0,0,0,0
0, Tamilas,B,Vikendi,A C D E,3,2,47,36,0,0,0,0
1, TSM Entity,A,Vikendi,A C D E,3,2,47,39,0,4,5,9
1, Umumba Rxn,C,Vikendi,A C D E,3,2,47,39,0,14,4,18
1, Xtreme,E,Vikendi,A C D E,3,2,47,35,0,1,1,2
1, Celtz,A,Erangel,A C D E,3,2,48,40,0,3,1,4
0, Crwl,B,Erangel,A C D E,3,2,48,36,0,0,0,0
1, Deadeyes,D,Erangel,A C D E,3,2,48,40,0,1,0,1
1, EX,E,Erangel,A C D E,3,2,48,36,0,4,4,8
1, Fnatic,D,Erangel,A C D E,3,2,48,40,0,5,2,7
1, GodLike,E,Erangel,A C D E,3,2,48,36,0,1,0,1
1, Hype,A,Erangel,A C D E,3,2,48,40,0,1,1,2
1, IND,D,Erangel,A C D E,3,2,48,40,0,2,7,9
0, Instinct,B,Erangel,A C D E,3,2,48,36,0,0,0,0
1, JyanMaara,C,Erangel,A C D E,3,2,48,40,0,1,2,3
1, Marcos,A,Erangel,A C D E,3,2,48,40,0,14,8,22
1, MegaStars,C,Erangel,A C D E,3,2,48,40,0,8,8,16
1, OR,D,Erangel,A C D E,3,2,48,40,0,7,4,11
1, PowerH,E,Erangel,A C D E,3,2,48,36,0,1,4,5
1, SGE,C,Erangel,A C D E,3,2,48,40,0,10,7,17
0, SouL,B,Erangel,A C D E,3,2,48,36,0,0,0,0
0, Tamilas,B,Erangel,A C D E,3,2,48,36,0,0,0,0
1, TSM Entity,A,Erangel,A C D E,3,2,48,40,1,20,10,30
1, Umumba Rxn,C,Erangel,A C D E,3,2,48,40,0,6,2,8
1, Xtreme,E,Erangel,A C D E,3,2,48,36,0,1,0,1
0, Celtz,A,Miramar,B C D E,3,2,49,40,0,0,0,0
1, Crwl,B,Miramar,B C D E,3,2,49,37,1,20,9,29
1, Deadeyes,D,Miramar,B C D E,3,2,49,41,0,1,2,3
1, EX,E,Miramar,B C D E,3,2,49,37,0,1,2,3
1, Fnatic,D,Miramar,B C D E,3,2,49,41,0,1,2,3
1, GodLike,E,Miramar,B C D E,3,2,49,37,0,14,9,23
0, Hype,A,Miramar,B C D E,3,2,49,40,0,0,0,0
1, IND,D,Miramar,B C D E,3,2,49,41,0,2,3,5
1, Instinct,B,Miramar,B C D E,3,2,49,37,0,4,1,5
1, JyanMaara,C,Miramar,B C D E,3,2,49,41,0,7,2,9
0, Marcos,A,Miramar,B C D E,3,2,49,40,0,0,0,0
1, MegaStars,C,Miramar,B C D E,3,2,49,41,0,6,0,6
1, OR,D,Miramar,B C D E,3,2,49,41,0,8,3,11
1, PowerH,E,Miramar,B C D E,3,2,49,37,0,1,1,2
1, SGE,C,Miramar,B C D E,3,2,49,41,0,5,2,7
1, SouL,B,Miramar,B C D E,3,2,49,37,0,3,5,8
1, Tamilas,B,Miramar,B C D E,3,2,49,37,0,1,0,1
0, TSM Entity,A,Miramar,B C D E,3,2,49,40,0,0,0,0
1, Umumba Rxn,C,Miramar,B C D E,3,2,49,41,0,1,5,6
1, Xtreme,E,Miramar,B C D E,3,2,49,37,0,10,6,16
0, Celtz,A,Vikendi,B C D E,3,2,50,40,0,0,0,0
1, Crwl,B,Vikendi,B C D E,3,2,50,38,0,1,3,4
1, Deadeyes,D,Vikendi,B C D E,3,2,50,42,0,1,1,2
1, EX,E,Vikendi,B C D E,3,2,50,38,0,8,0,8
1, Fnatic,D,Vikendi,B C D E,3,2,50,42,0,2,2,4
1, GodLike,E,Vikendi,B C D E,3,2,50,38,0,1,3,4
0, Hype,A,Vikendi,B C D E,3,2,50,40,0,0,0,0
1, IND,D,Vikendi,B C D E,3,2,50,42,0,1,3,4
1, Instinct,B,Vikendi,B C D E,3,2,50,38,0,5,0,5
1, JyanMaara,C,Vikendi,B C D E,3,2,50,42,0,14,9,23
0, Marcos,A,Vikendi,B C D E,3,2,50,40,0,0,0,0
1, MegaStars,C,Vikendi,B C D E,3,2,50,42,0,3,1,4
1, OR,D,Vikendi,B C D E,3,2,50,42,0,6,3,9
1, PowerH,E,Vikendi,B C D E,3,2,50,38,0,1,1,2
1, SGE,C,Vikendi,B C D E,3,2,50,42,1,20,10,30
1, SouL,B,Vikendi,B C D E,3,2,50,38,0,10,3,13
1, Tamilas,B,Vikendi,B C D E,3,2,50,38,0,1,3,4
0, TSM Entity,A,Vikendi,B C D E,3,2,50,40,0,0,0,0
1, Umumba Rxn,C,Vikendi,B C D E,3,2,50,42,0,4,4,8
1, Xtreme,E,Vikendi,B C D E,3,2,50,38,0,7,9,16
0, Celtz,A,Erangel,B C D E,3,3,51,40,0,0,0,0
1, Crwl,B,Erangel,B C D E,3,3,51,39,0,1,1,2
1, Deadeyes,D,Erangel,B C D E,3,3,51,43,0,1,1,2
1, EX,E,Erangel,B C D E,3,3,51,39,0,10,1,11
1, Fnatic,D,Erangel,B C D E,3,3,51,43,0,8,4,12
1, GodLike,E,Erangel,B C D E,3,3,51,39,1,20,18,38
0, Hype,A,Erangel,B C D E,3,3,51,40,0,0,0,0
1, IND,D,Erangel,B C D E,3,3,51,43,0,7,7,14
1, Instinct,B,Erangel,B C D E,3,3,51,39,0,1,0,1
1, JyanMaara,C,Erangel,B C D E,3,3,51,43,0,4,3,7
0, Marcos,A,Erangel,B C D E,3,3,51,40,0,0,0,0
1, MegaStars,C,Erangel,B C D E,3,3,51,43,0,6,7,13
1, OR,D,Erangel,B C D E,3,3,51,43,0,5,2,7
1, PowerH,E,Erangel,B C D E,3,3,51,39,0,3,1,4
1, SGE,C,Erangel,B C D E,3,3,51,43,0,1,1,2
1, SouL,B,Erangel,B C D E,3,3,51,39,0,1,1,2
1, Tamilas,B,Erangel,B C D E,3,3,51,39,0,1,1,2
0, TSM Entity,A,Erangel,B C D E,3,3,51,40,0,0,0,0
1, Umumba Rxn,C,Erangel,B C D E,3,3,51,43,0,2,4,6
1, Xtreme,E,Erangel,B C D E,3,3,51,39,0,14,6,20
0, Celtz,A,Sanhok,B C D E,3,3,52,40,0,0,0,0
1, Crwl,B,Sanhok,B C D E,3,3,52,40,0,1,0,1
1, Deadeyes,D,Sanhok,B C D E,3,3,52,44,0,1,1,2
1, EX,E,Sanhok,B C D E,3,3,52,40,0,1,3,4
1, Fnatic,D,Sanhok,B C D E,3,3,52,44,0,3,8,11
1, GodLike,E,Sanhok,B C D E,3,3,52,40,0,14,7,21
0, Hype,A,Sanhok,B C D E,3,3,52,40,0,0,0,0
1, IND,D,Sanhok,B C D E,3,3,52,44,0,1,0,1
1, Instinct,B,Sanhok,B C D E,3,3,52,40,0,7,6,13
1, JyanMaara,C,Sanhok,B C D E,3,3,52,44,0,6,1,7
0, Marcos,A,Sanhok,B C D E,3,3,52,40,0,0,0,0
1, MegaStars,C,Sanhok,B C D E,3,3,52,44,0,5,3,8
1, OR,D,Sanhok,B C D E,3,3,52,44,0,1,0,1
1, PowerH,E,Sanhok,B C D E,3,3,52,40,0,2,0,2
1, SGE,C,Sanhok,B C D E,3,3,52,44,0,10,4,14
1, SouL,B,Sanhok,B C D E,3,3,52,40,0,4,1,5
1, Tamilas,B,Sanhok,B C D E,3,3,52,40,1,20,12,32
0, TSM Entity,A,Sanhok,B C D E,3,3,52,40,0,0,0,0
1, Umumba Rxn,C,Sanhok,B C D E,3,3,52,44,0,8,7,15
1, Xtreme,E,Sanhok,B C D E,3,3,52,40,0,1,1,2
1, Celtz,A,Vikendi,A B C E,3,3,53,41,0,7,2,9
1, Crwl,B,Vikendi,A B C E,3,3,53,41,0,4,2,6
0, Deadeyes,D,Vikendi,A B C E,3,3,53,44,0,0,0,0
1, EX,E,Vikendi,A B C E,3,3,53,41,0,1,0,1
0, Fnatic,D,Vikendi,A B C E,3,3,53,44,0,0,0,0
1, GodLike,E,Vikendi,A B C E,3,3,53,41,0,10,6,16
1, Hype,A,Vikendi,A B C E,3,3,53,41,0,8,11,19
0, IND,D,Vikendi,A B C E,3,3,53,44,0,0,0,0
1, Instinct,B,Vikendi,A B C E,3,3,53,41,0,6,2,8
1, JyanMaara,C,Vikendi,A B C E,3,3,53,45,0,1,0,1
1, Marcos,A,Vikendi,A B C E,3,3,53,41,0,1,0,1
1, MegaStars,C,Vikendi,A B C E,3,3,53,45,0,14,7,21
0, OR,D,Vikendi,A B C E,3,3,53,44,0,0,0,0
1, PowerH,E,Vikendi,A B C E,3,3,53,41,0,3,2,5
1, SGE,C,Vikendi,A B C E,3,3,53,45,1,20,10,30
1, SouL,B,Vikendi,A B C E,3,3,53,41,0,2,5,7
1, Tamilas,B,Vikendi,A B C E,3,3,53,41,0,1,2,3
1, TSM Entity,A,Vikendi,A B C E,3,3,53,41,0,5,6,11
1, Umumba Rxn,C,Vikendi,A B C E,3,3,53,45,0,1,1,2
1, Xtreme,E,Vikendi,A B C E,3,3,53,41,0,1,0,1
1, Celtz,A,Erangel,A B C E,3,3,54,42,0,1,2,3
1, Crwl,B,Erangel,A B C E,3,3,54,42,0,1,0,1
0, Deadeyes,D,Erangel,A B C E,3,3,54,44,0,0,0,0
1, EX,E,Erangel,A B C E,3,3,54,42,0,14,7,21
0, Fnatic,D,Erangel,A B C E,3,3,54,44,0,0,0,0
1, GodLike,E,Erangel,A B C E,3,3,54,42,0,1,0,1
1, Hype,A,Erangel,A B C E,3,3,54,42,0,1,1,2
0, IND,D,Erangel,A B C E,3,3,54,44,0,0,0,0
1, Instinct,B,Erangel,A B C E,3,3,54,42,0,1,0,1
1, JyanMaara,C,Erangel,A B C E,3,3,54,46,0,8,9,17
1, Marcos,A,Erangel,A B C E,3,3,54,42,0,2,2,4
1, MegaStars,C,Erangel,A B C E,3,3,54,46,1,20,5,25
0, OR,D,Erangel,A B C E,3,3,54,44,0,0,0,0
1, PowerH,E,Erangel,A B C E,3,3,54,42,0,7,4,11
1, SGE,C,Erangel,A B C E,3,3,54,46,0,6,6,12
1, SouL,B,Erangel,A B C E,3,3,54,42,0,4,5,9
1, Tamilas,B,Erangel,A B C E,3,3,54,42,0,10,5,15
1, TSM Entity,A,Erangel,A B C E,3,3,54,42,0,5,3,8
1, Umumba Rxn,C,Erangel,A B C E,3,3,54,46,0,3,8,11
1, Xtreme,E,Erangel,A B C E,3,3,54,42,0,1,0,1
1, Celtz,A,Sanhok,A B C E,3,3,55,43,0,6,8,14
1, Crwl,B,Sanhok,A B C E,3,3,55,43,0,14,2,16
0, Deadeyes,D,Sanhok,A B C E,3,3,55,44,0,0,0,0
1, EX,E,Sanhok,A B C E,3,3,55,43,0,1,1,2
0, Fnatic,D,Sanhok,A B C E,3,3,55,44,0,0,0,0
1, GodLike,E,Sanhok,A B C E,3,3,55,43,1,20,12,32
1, Hype,A,Sanhok,A B C E,3,3,55,43,0,7,5,12
0, IND,D,Sanhok,A B C E,3,3,55,44,0,0,0,0
1, Instinct,B,Sanhok,A B C E,3,3,55,43,0,4,5,9
1, JyanMaara,C,Sanhok,A B C E,3,3,55,47,0,3,1,4
1, Marcos,A,Sanhok,A B C E,3,3,55,43,0,1,4,5
1, MegaStars,C,Sanhok,A B C E,3,3,55,47,0,1,3,4
0, OR,D,Sanhok,A B C E,3,3,55,44,0,0,0,0
1, PowerH,E,Sanhok,A B C E,3,3,55,43,0,10,5,15
1, SGE,C,Sanhok,A B C E,3,3,55,47,0,1,3,4
1, SouL,B,Sanhok,A B C E,3,3,55,43,0,1,0,1
1, Tamilas,B,Sanhok,A B C E,3,3,55,43,0,5,0,5
1, TSM Entity,A,Sanhok,A B C E,3,3,55,43,0,2,7,9
1, Umumba Rxn,C,Sanhok,A B C E,3,3,55,47,0,8,0,8
1, Xtreme,E,Sanhok,A B C E,3,3,55,43,0,1,0,1
1, Celtz,A,Miramar,A B C E,3,4,56,44,0,7,5,12
1, Crwl,B,Miramar,A B C E,3,4,56,44,0,1,2,3
0, Deadeyes,D,Miramar,A B C E,3,4,56,44,0,0,0,0
1, EX,E,Miramar,A B C E,3,4,56,44,0,1,1,2
0, Fnatic,D,Miramar,A B C E,3,4,56,44,0,0,0,0
1, GodLike,E,Miramar,A B C E,3,4,56,44,0,1,0,1
1, Hype,A,Miramar,A B C E,3,4,56,44,0,2,2,4
0, IND,D,Miramar,A B C E,3,4,56,44,0,0,0,0
1, Instinct,B,Miramar,A B C E,3,4,56,44,0,3,7,10
1, JyanMaara,C,Miramar,A B C E,3,4,56,48,0,1,0,1
1, Marcos,A,Miramar,A B C E,3,4,56,44,0,14,11,25
1, MegaStars,C,Miramar,A B C E,3,4,56,48,0,1,2,3
0, OR,D,Miramar,A B C E,3,4,56,44,0,0,0,0
1, PowerH,E,Miramar,A B C E,3,4,56,44,1,20,3,23
1, SGE,C,Miramar,A B C E,3,4,56,48,0,10,9,19
1, SouL,B,Miramar,A B C E,3,4,56,44,0,5,3,8
1, Tamilas,B,Miramar,A B C E,3,4,56,44,0,6,3,9
1, TSM Entity,A,Miramar,A B C E,3,4,56,44,0,8,8,16
1, Umumba Rxn,C,Miramar,A B C E,3,4,56,48,0,4,2,6
1, Xtreme,E,Miramar,A B C E,3,4,56,44,0,1,0,1
1, Celtz,A,Erangel,A B D E,3,4,57,45,0,1,1,2
1, Crwl,B,Erangel,A B D E,3,4,57,45,0,8,9,17
1, Deadeyes,D,Erangel,A B D E,3,4,57,45,0,1,0,1
1, EX,E,Erangel,A B D E,3,4,57,45,0,1,1,2
1, Fnatic,D,Erangel,A B D E,3,4,57,45,0,10,7,17
1, GodLike,E,Erangel,A B D E,3,4,57,45,0,1,1,2
1, Hype,A,Erangel,A B D E,3,4,57,45,1,20,8,28
1, IND,D,Erangel,A B D E,3,4,57,45,0,4,0,4
1, Instinct,B,Erangel,A B D E,3,4,57,45,0,1,1,2
0, JyanMaara,C,Erangel,A B D E,3,4,57,48,0,0,0,0
1, Marcos,A,Erangel,A B D E,3,4,57,45,0,1,1,2
0, MegaStars,C,Erangel,A B D E,3,4,57,48,0,0,0,0
1, OR,D,Erangel,A B D E,3,4,57,45,0,6,5,11
1, PowerH,E,Erangel,A B D E,3,4,57,45,0,5,5,10
0, SGE,C,Erangel,A B D E,3,4,57,48,0,0,0,0
1, SouL,B,Erangel,A B D E,3,4,57,45,0,7,7,14
1, Tamilas,B,Erangel,A B D E,3,4,57,45,0,14,4,18
1, TSM Entity,A,Erangel,A B D E,3,4,57,45,0,2,1,3
0, Umumba Rxn,C,Erangel,A B D E,3,4,57,48,0,0,0,0
1, Xtreme,E,Erangel,A B D E,3,4,57,45,0,3,2,5
1, Celtz,A,Sanhok,A B D E,3,4,58,46,0,5,7,12
1, Crwl,B,Sanhok,A B D E,3,4,58,46,0,1,0,1
1, Deadeyes,D,Sanhok,A B D E,3,4,58,46,0,1,3,4
1, EX,E,Sanhok,A B D E,3,4,58,46,0,14,1,15
1, Fnatic,D,Sanhok,A B D E,3,4,58,46,0,1,4,5
1, GodLike,E,Sanhok,A B D E,3,4,58,46,0,4,1,5
1, Hype,A,Sanhok,A B D E,3,4,58,46,0,6,8,14
1, IND,D,Sanhok,A B D E,3,4,58,46,0,10,2,12
1, Instinct,B,Sanhok,A B D E,3,4,58,46,0,3,1,4
0, JyanMaara,C,Sanhok,A B D E,3,4,58,48,0,0,0,0
1, Marcos,A,Sanhok,A B D E,3,4,58,46,1,20,8,28
0, MegaStars,C,Sanhok,A B D E,3,4,58,48,0,0,0,0
1, OR,D,Sanhok,A B D E,3,4,58,46,0,8,4,12
1, PowerH,E,Sanhok,A B D E,3,4,58,46,0,2,1,3
0, SGE,C,Sanhok,A B D E,3,4,58,48,0,0,0,0
1, SouL,B,Sanhok,A B D E,3,4,58,46,0,1,2,3
1, Tamilas,B,Sanhok,A B D E,3,4,58,46,0,1,0,1
1, TSM Entity,A,Sanhok,A B D E,3,4,58,46,0,7,9,16
0, Umumba Rxn,C,Sanhok,A B D E,3,4,58,48,0,0,0,0
1, Xtreme,E,Sanhok,A B D E,3,4,58,46,0,1,0,1
1, Celtz,A,Miramar,A B D E,3,4,59,47,0,10,7,17
1, Crwl,B,Miramar,A B D E,3,4,59,47,0,1,0,1
1, Deadeyes,D,Miramar,A B D E,3,4,59,47,0,1,4,5
1, EX,E,Miramar,A B D E,3,4,59,47,0,6,0,6
1, Fnatic,D,Miramar,A B D E,3,4,59,47,0,1,2,3
1, GodLike,E,Miramar,A B D E,3,4,59,47,1,20,11,31
1, Hype,A,Miramar,A B D E,3,4,59,47,0,1,1,2
1, IND,D,Miramar,A B D E,3,4,59,47,0,3,4,7
1, Instinct,B,Miramar,A B D E,3,4,59,47,0,5,2,7
0, JyanMaara,C,Miramar,A B D E,3,4,59,48,0,0,0,0
1, Marcos,A,Miramar,A B D E,3,4,59,47,0,14,8,22
0, MegaStars,C,Miramar,A B D E,3,4,59,48,0,0,0,0
1, OR,D,Miramar,A B D E,3,4,59,47,0,8,2,10
1, PowerH,E,Miramar,A B D E,3,4,59,47,0,1,3,4
0, SGE,C,Miramar,A B D E,3,4,59,48,0,0,0,0
1, SouL,B,Miramar,A B D E,3,4,59,47,0,7,5,12
1, Tamilas,B,Miramar,A B D E,3,4,59,47,0,4,3,7
1, TSM Entity,A,Miramar,A B D E,3,4,59,47,0,1,2,3
0, Umumba Rxn,C,Miramar,A B D E,3,4,59,48,0,0,0,0
1, Xtreme,E,Miramar,A B D E,3,4,59,47,0,2,1,3
1, Celtz,A,Vikendi,A B D E,3,4,60,48,0,2,2,4
1, Crwl,B,Vikendi,A B D E,3,4,60,48,0,14,2,16
1, Deadeyes,D,Vikendi,A B D E,3,4,60,48,0,1,1,2
1, EX,E,Vikendi,A B D E,3,4,60,48,0,10,11,21
1, Fnatic,D,Vikendi,A B D E,3,4,60,48,0,1,1,2
